SiteID,Lat,Long,Elev,MTAnn,Pann,pH,OrgC,NTOT,PTOT,K,Clay,Silt,Sand,Sdep
ST20,-34.2344,118.6814,114,15.4,433,6.5,1.65,0.047,34,0.19,8.8,3.6,87.6,2
ST21,-33.8151,118.8151,259,15.3,386,5.5,1.43,0.078,63,0.24,8.3,2,89.7,2
ST22,-33.8145,118.4743,296,15,378,6,4.28,0.206,140,1.25,1.9,5.2,93,1
ST23,-33.9691,118.1087,259,15,376,6.1,2.18,0.099,70,0.33,10.8,5.5,83.7,1
ST24,-34.3299,117.8222,277,14.6,460,5.7,0.9,0.03,20,0.12,7.2,2,90.8,9
ST25,-34.5774,117.9853,126,15,549,4.9,6.59,0.272,260,0.43,1.6,10.9,87.5,2
ST26,-33.9471,117.6439,295,14.9,424,6,5.06,0.161,140,0.36,10.3,3.8,85.9,2
TR01,-30.9121,118.7059,401,17.7,279,6.7,1.61,0.094,100,0.53,4.7,4.5,90.8,2
TR02,-30.8889,118.6823,452,17.4,285,6,1.26,0.047,42,0.11,3.3,2.7,94.1,9
TR03,-30.8901,118.6538,488,17.2,291,5.2,4.21,0.137,59,0.28,4.7,2,93.3,1
TR04,-30.8908,118.654,489,17.2,292,5.7,1.9,0.072,64,0.12,4.2,2.7,93.1,3
TR05,-30.8136,118.6168,448,17.5,280,6.2,0.8,0.042,42,0.15,4.8,2.3,92.8,4
TR06,-30.9826,118.5573,338,17.9,274,7.2,1.1,0.078,110,0.76,4.2,5.2,90.6,1
TR07,-30.8743,118.0811,403,17.6,301,6.8,0.77,0.039,42,0.1,3.7,2.2,94,4
TR08,-30.8035,118.7709,390,17.9,270,7.9,4.15,0.27,200,3.36,2.5,4.9,92.6,3
TR09,-31.2067,117.4771,333,17.6,321,5.4,0.62,0.041,37,0.14,3.8,2.8,93.4,1
TR11,-30.9358,117.4574,307,18,306,7.3,2.14,0.142,140,1.31,3,4.7,92.3,2
TR12,-31.3353,117.435,309,17.6,325,6.2,1.77,0.098,84,0.31,4.9,2.4,92.6,4
TR13,-31.3272,117.4491,309,17.6,324,5.5,0.87,0.054,58,0.25,5.2,4.9,89.9,3
TR14,-31.2265,117.2711,308,17.7,326,6.3,1.17,0.066,60,0.19,4.7,3.3,92,1
TR15,-31.1873,117.194,332,17.6,334,6.4,1.78,0.105,81,0.37,3.9,1.9,94.2,1
TR16,-31.1789,117.1911,335,17.6,334,6.1,1.59,0.076,49,0.12,3.3,1.1,95.6,3
TR18,-31.319,117.1296,287,17.6,337,5.9,0.76,0.046,40,0.08,2.4,0.9,96.7,9
UN01,-34.3869,116.5003,184,14.7,802,5.6,2.54,0.08,35,0.22,5,1.2,93.9,9
UN02,-34.3169,116.5303,239,14.5,764,5.4,2.65,0.076,46,0.16,4.5,2.3,93.1,9
UN04,-34.075,116.8636,246,14.8,573,5.5,4.01,0.156,100,0.16,9.3,4.7,86,2
UN05,-34.0067,116.8392,257,14.8,564,5.8,2.73,0.141,91,0.38,14.1,7.4,78.5,2
UN06,-34.0039,116.8392,258,14.8,564,6.2,3.54,0.153,92,0.47,7.8,3.3,88.9,6
UN07,-34.3489,116.7725,250,14.6,718,6,1.84,0.072,43,0.19,4.8,1.2,94,9
UN08,-34.3333,116.8008,264,14.5,704,4.1,2.99,0.113,120,0.1,10,3.8,86.2,2
UN09,-34.4011,116.8633,292,14.3,736,6.1,7.4,0.246,180,0.5,3.6,4.2,92.1,1
UN10,-34.4294,116.8792,237,14.6,733,5.8,2.29,0.089,56,0.17,3.8,1.4,94.8,9
UN11,-34.4431,116.6817,176,14.8,800,5.5,3.56,0.115,57,0.14,3.5,0.7,95.8,9
UN14,-34.2909,117.2884,248,14.7,554,6.2,3.98,0.17,110,0.4,7.2,4.4,88.4,2
UN17,-34.4449,116.645,181,14.8,814,6.5,3.47,0.184,70,0.09,4.5,1,94.5,9
UN18,-34.3134,116.7302,227,14.7,701,6.2,3.72,0.166,89,0.34,6.8,3.6,89.6,9
UN20,-33.9951,116.8374,261,14.8,563,5.7,9.75,0.306,180,0.34,4.3,4.9,90.8,1
UN23,-34.4497,116.7662,204,14.7,784,6.3,2.85,0.121,72,0.28,12.8,3.7,83.6,2
WH03,-30.8631,116.7203,317,17.7,362,5.9,0.77,0.028,20,0.04,1.3,1.9,96.8,2
WH04,-30.8364,116.661,331,17.6,372,6.3,2.09,0.104,98,0.28,1.6,5.5,92.8,2
WH05,-30.7632,117.0482,324,18,327,6.1,1.23,0.068,49,0.21,3.4,3.3,93.3,1
WH06,-30.7578,117.0901,328,18,324,6.2,0.62,0.035,36,0.13,4.3,2.8,92.9,2
WH07,-30.8198,117.0826,333,17.9,328,6.6,1.85,0.118,89,0.57,2.3,3.2,94.5,1
WH08,-30.9143,117.0961,361,17.7,335,5.9,0.49,0.028,25,0.08,3.8,2,94.1,3
WH09,-30.8927,117.0963,367,17.6,336,5.5,0.81,0.032,20,0.03,1.9,1.5,96.7,5
WH10,-30.8924,117.0881,359,17.7,335,6.5,3.48,0.131,89,0.47,1.8,3.3,94.8,3
WH11,-30.9158,117.1517,353,17.7,330,5.9,1.32,0.075,53,0.12,2.3,3.5,94.2,3
WH13,-30.7537,117.2423,379,17.8,325,6.7,0.62,0.047,120,0.4,2.3,3.3,94.3,4
WH14,-30.8586,116.699,316,17.7,364,6.2,2.16,0.089,70,0.16,3.2,3.1,93.7,2
WH15,-30.8585,116.7007,316,17.7,364,6.4,0.98,0.041,42,0.07,2.2,2.8,95,3
WH16,-30.8653,116.7071,314,17.7,363,6.8,2.81,0.191,120,0.75,4.2,4,91.8,1
WH17,-30.8597,116.6205,364,17.4,390,7.2,4.39,0.309,340,2.08,3.5,7,89.5,1
WH18,-30.8625,116.6197,357,17.4,388,6.2,1.81,0.123,84,0.64,1.6,10.8,87.5,2
WH19,-30.8758,116.7204,312,17.7,361,6.1,0.74,0.042,74,0.27,3.8,4.8,91.4,4
WH20,-30.8014,116.8682,282,18.1,333,7.4,0.96,0.055,46,0.22,2.8,2.6,94.5,1
WH21,-30.7568,117.0905,328,18,324,6.1,0.63,0.031,39,0.14,5.7,3.9,90.4,1
WH22,-30.7547,117.2402,376,17.8,324,6.2,0.96,0.064,130,0.33,2.9,2.9,94.3,4
WH23,-30.7239,117.3452,304,18.2,305,6.7,0.7,0.058,92,0.62,5,4.2,90.9,1
WK01,-32.9247,117.3467,360,15.4,429,6.1,1.23,0.073,52,0.18,1.6,3.7,94.7,5
WK04,-32.89,117.645,342,15.7,387,6.9,1.27,0.053,48,0.37,7.6,4.7,87.7,2
WK05,-32.8903,117.7581,355,15.6,382,6.3,2.69,0.119,76,0.3,4.1,2,93.9,2
WK06,-32.9117,117.8944,344,15.7,372,5.8,0.81,0.025,14,0.09,0.6,1.3,98.1,5
WK07,-32.545,117.2758,335,15.8,407,6.1,1.78,0.11,66,0.43,4.9,6.5,88.6,1
WK08,-32.5414,117.2806,340,15.8,407,5.2,4.51,0.118,53,0.22,5.4,1.6,93,1
WK09,-32.5594,117.3442,433,15.3,424,5.5,2.3,0.098,55,0.22,2.2,2.8,95,1
WK10,-32.5547,117.3342,423,15.4,423,5.9,0.74,0.04,35,0.04,0.9,1.5,97.7,9
WK11,-32.535,117.32,383,15.6,414,6.1,1.92,0.083,76,0.22,2.8,3.4,93.9,1
WK12,-32.8381,117.3586,389,15.3,427,6.5,3.04,0.166,140,0.59,5.5,5.2,89.3,4
WK13,-32.9056,117.8939,345,15.7,372,5.7,1.05,0.03,11,0.07,0.7,0.8,98.5,9
WK14,-32.9329,117.8636,354,15.6,376,5.7,1.49,0.049,30,0.22,2.7,1.9,95.3,1
WK15,-32.9042,117.8904,346,15.7,372,6.3,3.3,0.139,200,0.72,3.5,3.8,92.7,1
WK16,-32.9136,117.8046,370,15.5,383,6.2,1.72,0.069,49,0.2,1.3,2.2,96.5,6
WK18,-32.5461,117.6265,266,16.4,365,6.5,0.98,0.054,46,0.16,3,4.4,92.7,4
WK19,-32.5585,117.6323,271,16.4,366,6.4,2.11,0.102,80,0.52,6.2,4.9,88.9,1
WK20,-32.983,117.5378,301,15.8,390,6,1.36,0.077,55,0.14,3.2,3,93.8,2
WK21,-32.941,117.6231,325,15.7,386,5.5,0.96,0.055,29,0.08,1.3,1.8,96.9,9
WK22,-32.9423,117.6228,324,15.7,386,5.4,1.02,0.035,20,0.02,0.9,1.3,97.8,9
WK23,-32.9152,117.6192,334,15.7,388,5.6,0.82,0.047,30,0.07,0.9,0.7,98.4,9
WK24,-32.9172,117.6155,333,15.7,388,5.8,1.32,0.088,51,0.05,2.3,1.3,96.3,4
WK25,-32.5538,117.3405,440,15.3,426,5.4,1.31,0.052,28,0.08,1.9,2,96.1,9
WK26,-32.5284,117.3123,363,15.7,409,6.1,1.35,0.072,52,0.21,2.7,3.9,93.4,2
WK27,-32.8519,117.3726,395,15.3,428,5.8,1.97,0.074,58,0.12,4.4,2.5,93.2,4
WK28,-32.7962,117.4375,392,15.4,415,5.3,9.06,0.272,140,0.41,5.3,2.9,91.7,5
WK29,-32.8411,117.3754,398,15.3,427,5.6,5.95,0.178,110,0.43,5.6,3.5,90.9,4
WK30,-32.9279,117.3535,353,15.4,426,5.7,1.43,0.061,39,0.2,2.7,2.7,94.7,1
WK31,-32.8879,117.489,403,15.3,415,6.5,3.42,0.112,94,0.61,8.2,4.2,87.6,2
WK32,-32.8845,117.4917,398,15.3,413,5.8,2.12,0.078,61,0.33,3.5,3.4,93.1,3
WK33,-32.8814,117.4913,396,15.3,413,6.3,7.15,0.22,120,0.72,5.8,1.5,92.7,3
WK34,-32.8664,117.5035,379,15.4,407,6.5,6.47,0.246,310,1.8,4.6,2.2,93.2,3
WK35,-32.8801,117.4936,394,15.3,412,5.8,1.03,0.048,33,0.19,3.8,2,94.1,9
WK36,-32.8742,117.4904,391,15.4,411,6.2,5.08,0.126,78,0.41,3.4,0.9,95.7,5
WK37,-32.875,117.4963,389,15.4,410,5.9,3.73,0.132,100,0.45,4.7,2.1,93.2,3
WK38,-32.8743,117.5014,386,15.4,409,5.9,1.37,0.062,36,0.14,3.7,1.7,94.6,2
WK39,-32.8718,117.5033,383,15.4,408,5.7,1.79,0.085,58,0.18,4.1,2.9,93,3
WK40,-32.8685,117.501,381,15.4,408,5.8,1.33,0.059,48,0.12,3.2,2.7,94.1,9
WK41,-32.8606,117.4937,376,15.4,407,5.8,2.31,0.073,47,0.14,4.3,1.3,94.3,4
WK42,-32.8604,117.4988,375,15.5,406,6.1,1.41,0.058,54,0.17,2.6,3.3,94.1,4
WK43,-32.8604,117.5042,375,15.5,406,5.6,1.28,0.071,38,0.17,4.3,3.1,92.6,4
WK44,-32.8876,117.4968,396,15.3,412,6.2,5.52,0.196,150,0.71,4,4.4,91.6,2
WU01,-29.7358,116.5612,349,18.7,316,5.6,1.28,0.077,73,0.27,2.7,4.1,93.2,3
WU02,-29.9748,116.5821,337,18.5,319,6.6,1.22,0.068,72,0.55,6.3,5.2,88.6,4
WU03,-29.9717,116.5861,349,18.5,321,5.8,0.7,0.042,81,0.36,5.2,3.5,91.3,3
WU04,-29.9789,116.6216,362,18.4,321,5.6,0.65,0.025,26,0.04,3.7,2,94.3,9
WU05,-29.9742,116.627,362,18.4,320,5.2,0.83,0.041,33,0.1,3.9,3,93.2,1
WU05b,-29.9772,116.5743,320,18.6,317,6.5,1.1,0.057,59,0.37,9.9,5.1,85,1
WU06,-30.0587,116.6773,342,18.5,316,5.3,1.02,0.051,47,0.17,2.7,5.3,92,1
WU07,-30.0047,116.8191,283,18.9,297,6.5,0.62,0.043,150,0.56,4.7,4.6,90.7,3
WU09,-29.8317,116.9558,305,19,294,7.9,1.11,0.07,85,0.82,3.4,3.4,93.2,4
WU10,-30.0084,116.8217,284,18.9,297,7,1.46,0.09,140,0.44,3.3,2.2,94.4,4
WU11,-30.2183,116.9433,371,18.3,315,6.4,1.49,0.081,83,0.44,9.7,4,86.3,1
WU12,-30.3019,116.4556,322,18.1,350,6.3,0.5,0.016,16,0.06,1.4,1.4,97.1,9
WU15,-30.2997,116.4618,317,18.2,348,6.1,0.76,0.024,20,0.05,2.4,1.7,95.8,1
WU16,-30.1664,116.5199,279,18.6,324,6.5,0.54,0.027,31,0.12,2.9,1.9,95.2,5
WU17,-30.063,116.6807,340,18.5,316,5.3,0.57,0.032,65,0.14,1.8,3.5,94.6,1
WU18,-29.8503,116.937,286,19.1,292,5.4,0.87,0.041,88,0.16,3.4,2.2,94.4,9
WU19,-29.7441,116.561,350,18.7,317,5,0.82,0.031,27,0.09,1.2,2.3,96.5,9
WU20,-29.9807,116.5837,339,18.5,320,6.2,0.66,0.031,35,0.19,3.1,4.6,92.3,9
WU21,-30.2881,116.5272,281,18.4,331,6.1,0.7,0.031,37,0.13,2.9,1.9,95.2,9
WU23,-29.9623,116.0664,255,18.6,366,6.2,0.58,0.027,26,0.04,1.3,1.3,97.3,9
WU24,-29.9563,116.0633,253,18.6,366,6,0.62,0.022,16,0.05,3.3,1.1,95.6,9
YO02,-31.9932,117.0221,247,16.8,399,6.5,1.28,0.068,98,0.47,4.2,5.2,90.7,4
YO03,-32.094,116.5681,336,16,596,5.9,1.16,0.05,39,0.15,2.2,2.9,94.8,3
YO04,-32.1416,116.554,253,16.4,586,5.8,0.76,0.026,12,0.06,0.9,0.5,98.6,9
YO05,-32.1521,116.6406,283,16.2,539,5.8,7.07,0.202,110,0.44,6.3,3.8,89.9,1
YO06,-32.1271,116.5056,267,16.3,632,5.4,1.19,0.046,25,0.06,0.8,2.3,96.9,9
YO07,-32.1414,116.5305,262,16.3,610,6,2.07,0.07,47,0.17,0.8,2,97.2,9
YO08,-32.0441,116.5652,344,16,590,6.1,3.86,0.121,91,0.41,2.7,3.3,94.1,1
YO10,-31.9005,116.639,309,16.4,517,5.8,4.1,0.165,110,0.32,7.3,3.3,89.4,1
YO11,-31.8962,116.6237,335,16.3,534,6.2,1.72,0.085,52,0.08,5.2,3.7,91.1,2
YO12,-31.8752,116.6025,337,16.3,546,6,1.14,0.05,35,0.12,1.8,1.5,96.7,9
YO13,-31.8838,116.5883,332,16.3,553,5.5,1.34,0.073,52,0.18,1.5,4.2,94.3,2
YO14,-32.1672,116.6414,303,16.1,548,6,0.86,0.027,11,0.02,0.4,0.6,99,9
YO15,-32.1276,116.5036,273,16.3,636,5.1,1.23,0.03,8,0.03,0.1,0.9,99,9
YO16,-32.1322,116.5081,281,16.2,636,6.3,2,0.106,110,0.44,6.9,7.2,85.9,2
YO17,-31.7874,116.5885,278,16.7,523,5.3,2.68,0.174,110,0.14,2.2,2.6,95.2,2
YO18,-31.7946,116.5876,293,16.6,530,5.9,1.91,0.072,60,0.23,4.2,3.7,92.2,1
YO19,-31.7872,116.5775,282,16.7,532,5.4,3.88,0.108,78,0.25,2.3,2.2,95.5,4
YO20,-31.8978,116.8638,209,17.1,411,8,2.39,0.142,91,1.4,2.5,3.9,93.6,2
YO21,-31.8981,116.8621,211,17.1,412,5.4,1.31,0.072,74,0.28,3,3.8,93.2,2
YO22,-31.9457,116.9751,223,17,397,6.5,1.8,0.098,120,0.58,5.2,5.9,89,2
YO23,-31.9465,116.9734,222,17,397,5.8,1.6,0.098,110,0.32,21,7,72,3
YO24,-31.8777,116.5898,358,16.2,563,5.8,2.88,0.085,45,0.16,2.4,2.2,95.3,3
YO25,-32.1418,116.5411,252,16.4,597,6.3,0.84,0.045,34,0.19,1.2,4.3,94.6,2
YO26,-32.1123,116.5114,249,16.4,615,5.9,0.57,0.035,23,0.04,1.3,2.2,96.5,1
YO27,-32.1494,116.5898,284,16.2,571,5.5,0.44,0.023,14,0.04,0.5,0.4,99.1,9
YO28,-32.1494,116.59,284,16.2,571,5.8,0.64,0.025,13,0.02,0.4,0.6,99,9
YO30,-31.9769,116.4351,255,16.6,669,6.2,4.64,0.185,92,0.21,2.8,2.6,94.6,1
YO31,-31.9911,116.4568,292,16.4,660,6.3,4.69,0.173,110,0.2,2.7,2.7,94.6,2
YO32,-32.1007,116.4978,246,16.4,624,6.3,2.51,0.081,55,0.11,0.8,5.1,94.1,1
YO33,-32.1827,116.5679,276,16.2,591,6.4,2.55,0.096,59,0.17,1.8,2.6,95.6,2
YO34,-32.1417,116.5924,287,16.2,569,6,1.28,0.051,20,0.05,0.8,2.3,96.9,9
YO35,-32.1862,116.3968,295,16,790,6.1,2.76,0.094,60,0.17,0.9,3.1,96,2
YO36,-32.1338,116.3938,219,16.5,745,6.8,4.02,0.14,130,0.27,1.1,3.6,95.3,2
YO37,-32.1295,116.3692,206,16.6,769,6.1,1.2,0.036,28,0.07,0.8,2.5,96.8,9
YO38,-32.1296,116.3393,199,16.6,805,6,4.7,0.184,200,0.22,2.5,4.3,93.3,1
YO39,-32.1289,116.3258,202,16.6,825,6.4,2.74,0.1,67,0.2,1.2,3.2,95.5,2
YO40,-32.1444,116.3238,241,16.4,856,6.3,3.93,0.114,72,0.13,1.5,3.9,94.5,2
YO41,-32.1493,116.303,351,15.8,946,5.7,3.48,0.132,55,0.18,0.3,4.6,95.1,2
YO42,-32.3534,116.4909,282,15.8,682,6,1.19,0.06,56,0.19,2.7,5,92.3,2
YO43,-32.4021,116.5301,304,15.6,654,6.1,7.69,0.273,180,0.28,0.8,2.9,96.3,1
YO44,-32.4716,116.5743,359,15.2,644,6.1,3.1,0.084,52,0.12,2.2,2.8,95,1
YO45,-32.4561,116.6957,342,15.4,567,6.2,5.45,0.173,160,0.2,1.6,2.9,95.5,3
YO46,-32.4456,116.7317,348,15.5,551,5.5,9.15,0.207,130,0.39,3.3,2.1,94.7,1
YO47,-32.4451,116.7275,349,15.4,553,5.5,4.08,0.121,49,0.11,1.3,1.6,97.1,1
YO48,-32.4514,116.7197,345,15.4,556,6.1,3.53,0.132,80,0.24,2.2,2.8,95,2
YO49,-32.565,116.6419,385,15,612,6.3,1.65,0.068,63,0.15,1.7,3.4,94.9,2
YO50,-32.5531,116.6031,373,15,629,5.7,1.52,0.074,51,0.12,1.2,4.3,94.6,3
YO51,-32.5264,116.5711,368,15.1,648,6.2,4.78,0.187,100,0.13,1.1,2.6,96.3,3
YO52,-32.5324,116.5038,348,15.1,691,6.2,5.37,0.179,140,0.27,0.5,4.2,95.3,2
YO53,-32.5624,116.4519,329,15.1,724,6.3,1.42,0.062,68,0.1,1.1,2.8,96,2
YO54,-32.5919,116.5151,345,15,674,6.4,4.89,0.174,160,0.28,2.5,4.2,93.3,2
YO55,-32.5644,116.5126,327,15.2,671,6.1,1.75,0.088,84,0.2,3,5.9,91.1,2
YO56,-32.1655,116.5505,267,16.2,599,6.1,2.11,0.11,85,0.41,3.2,4.7,92.1,4
YO57,-32.1417,116.5924,287,16.2,569,5.7,1.08,0.047,31,0.08,0.7,2.7,96.7,9
